timestamp,x,y,z,w
60062324717,-0.690735,-0.154175,-0.625854,0.327942
60062341140,-0.690796,-0.153809,-0.625854,0.327942
60062362174,-0.690796,-0.153809,-0.625793,0.327942
60062380091,-0.690857,-0.153809,-0.625793,0.327942
60062402658,-0.690735,-0.153992,-0.625793,0.328125
60062422209,-0.690613,-0.154175,-0.625793,0.328186
60062440128,-0.690613,-0.154175,-0.625793,0.328186
60062461210,-0.690674,-0.154175,-0.625793,0.328186
60062482436,-0.690674,-0.154236,-0.625793,0.328125
60062500075,-0.690674,-0.154236,-0.625793,0.328125
60062521172,-0.690674,-0.154236,-0.625793,0.328125
60062542211,-0.690674,-0.154236,-0.625793,0.328125
60062560110,-0.690674,-0.154236,-0.625732,0.328125
60062582603,-0.690613,-0.154419,-0.625732,0.328247
60062602379,-0.690552,-0.154663,-0.625732,0.328308
60062620097,-0.690552,-0.154663,-0.625732,0.328308
60062642604,-0.690552,-0.154663,-0.625732,0.328308
60062662178,-0.690552,-0.154663,-0.625732,0.328308
60062684694,-0.690552,-0.154663,-0.625732,0.328308
60062702680,-0.690552,-0.154663,-0.625671,0.328308
60062722190,-0.690552,-0.154663,-0.625671,0.328247
60062740115,-0.690552,-0.154663,-0.625671,0.328247
60062762675,-0.690552,-0.154663,-0.625671,0.328308
60062782596,-0.690552,-0.154663,-0.625671,0.328308
60062800168,-0.690552,-0.154663,-0.625671,0.328308
60062822771,-0.690613,-0.154663,-0.625671,0.328308
60062842414,-0.690613,-0.154724,-0.625549,0.328491
60062860126,-0.690613,-0.154785,-0.625427,0.328613
60062882618,-0.690613,-0.154785,-0.625427,0.328613
60062903661,-0.690613,-0.154785,-0.625427,0.328613
60062920074,-0.690613,-0.154785,-0.625427,0.328613
60062942650,-0.690613,-0.154785,-0.625427,0.328674
60062963765,-0.690613,-0.154785,-0.625427,0.328674
60062980125,-0.690613,-0.154785,-0.625427,0.328674
60063002621,-0.690613,-0.154785,-0.625427,0.328613
60063022144,-0.690613,-0.154846,-0.625427,0.328613
60063040166,-0.690613,-0.154846,-0.625427,0.328613
60063062641,-0.690613,-0.154846,-0.625427,0.328613
60063082215,-0.690674,-0.154846,-0.625366,0.328613
60063100082,-0.690674,-0.154785,-0.625366,0.328613
60063130116,-0.690674,-0.154785,-0.625366,0.328613
60063142498,-0.690674,-0.154785,-0.625366,0.328613
60063167657,-0.690674,-0.154785,-0.625366,0.328613
60063182722,-0.690674,-0.154785,-0.625366,0.328613
60063203661,-0.690674,-0.154785,-0.625366,0.328613
60063220101,-0.690674,-0.154785,-0.625366,0.328613
60063242604,-0.690735,-0.154785,-0.625305,0.328613
60063263639,-0.690674,-0.154846,-0.625366,0.328613
60063280129,-0.690552,-0.154846,-0.625488,0.328613
60063302589,-0.690613,-0.154846,-0.625488,0.328552
60063331143,-0.690552,-0.154846,-0.625488,0.328613
60063340107,-0.690613,-0.154846,-0.625488,0.328552
60063362666,-0.690613,-0.154846,-0.625427,0.328552
60063383628,-0.690613,-0.154846,-0.625427,0.328552
60063400035,-0.690674,-0.154846,-0.625427,0.328552
60063422630,-0.690674,-0.154846,-0.625366,0.328552
60063443680,-0.690674,-0.154846,-0.625366,0.328552
60063460075,-0.690674,-0.154846,-0.625366,0.328552
60063482604,-0.690674,-0.154846,-0.625366,0.328552
60063503674,-0.690613,-0.154968,-0.625366,0.328674
60063520131,-0.690613,-0.15509,-0.625305,0.328796
60063542616,-0.690613,-0.15509,-0.625305,0.328796
60063564350,-0.690491,-0.155212,-0.625305,0.328857
60063585371,-0.69043,-0.155396,-0.625244,0.329041
60063601817,-0.690369,-0.15564,-0.625183,0.329224
60063624358,-0.690369,-0.155823,-0.625061,0.329346
60063645426,-0.69043,-0.155823,-0.625061,0.329346
60063661824,-0.69043,-0.155823,-0.625,0.329285
60063684355,-0.69043,-0.155823,-0.625,0.329285
60063698655,-0.69043,-0.155884,-0.624878,0.329468
60063721817,-0.69043,-0.156006,-0.624756,0.329651
60063744350,-0.690491,-0.155945,-0.624756,0.329651
60063758670,-0.690491,-0.155945,-0.624756,0.329651
60063781823,-0.690552,-0.155884,-0.624573,0.329956
60063804369,-0.690735,-0.15564,-0.624146,0.330383
60063818618,-0.691101,-0.155212,-0.623413,0.331238
60063841785,-0.691406,-0.154846,-0.622437,0.332581
60063864351,-0.69165,-0.154297,-0.621094,0.334778
60063878667,-0.692017,-0.152954,-0.619446,0.337708
60063901831,-0.692993,-0.150146,-0.617249,0.341064
60063924348,-0.694885,-0.145447,-0.61377,0.345398
60063945386,-0.697449,-0.139221,-0.608887,0.351501
60063961806,-0.700562,-0.131714,-0.602234,0.359558
60063984362,-0.704285,-0.123108,-0.593445,0.369751
60064005407,-0.708618,-0.113159,-0.582703,0.381531
60064021787,-0.713745,-0.101501,-0.569702,0.394653
60064044386,-0.719421,-0.0881348,-0.554443,0.409058
60064065368,-0.725342,-0.0731812,-0.537109,0.424377
60064081818,-0.73053,-0.0568848,-0.517822,0.441589
60064104484,-0.734619,-0.0397949,-0.496643,0.460632
60064125368,-0.737793,-0.0221558,-0.473328,0.480774
60064141815,-0.740417,-0.00341797,-0.447632,0.501404
60064164360,-0.742188,0.0167236,-0.419983,0.522095
60064185389,-0.742371,0.0377197,-0.390869,0.542908
60064201820,-0.741272,0.0599976,-0.360413,0.563049
60064224403,-0.739502,0.0825195,-0.32782,0.582153
60064245344,-0.737061,0.10498,-0.293762,0.599609
60064261167,-0.734009,0.128113,-0.258484,0.614868
60064284366,-0.729797,0.150085,-0.221985,0.629028
60064305369,-0.723877,0.169861,-0.184937,0.642639
60064321140,-0.716492,0.187805,-0.148071,0.655273
60064344745,-0.708374,0.203796,-0.11261,0.666382
60064365470,-0.699585,0.21759,-0.0793457,0.675964
60064381165,-0.68988,0.229736,-0.048645,0.684753
60064404343,-0.681396,0.238831,-0.0211182,0.691528
60064425383,-0.675293,0.243713,0.00134277,0.696106
60064441149,-0.671814,0.24469,0.0175171,0.698914
60064464373,-0.669617,0.243774,0.0292358,0.700989
60064486820,-0.669678,0.239685,0.0365601,0.701965
60064501146,-0.671997,0.232849,0.0393677,0.701904
60064524360,-0.675293,0.224365,0.0380859,0.701538
60064546799,-0.679138,0.214783,0.0320435,0.701111
60064561163,-0.682983,0.202087,0.0209961,0.701599
60064584412,-0.686218,0.185547,0.00469971,0.703308
60064606768,-0.689331,0.164368,-0.0159912,0.705383
60064627824,-0.692261,0.136719,-0.0408936,0.707336
60064644341,-0.700989,0.102417,-0.0741577,0.701843
60064666821,-0.725281,0.0854492,-0.0879517,0.67749
60064687852,-0.719971,0.0978394,-0.0909424,0.68103
60064704348,-0.726379,0.108154,-0.092041,0.672485
60064728245,-0.734131,0.0960083,-0.102722,0.664307
60064747870,-0.72876,0.0883179,-0.113342,0.669556
60064764389,-0.725891,0.0908813,-0.110229,0.672791
60064786761,-0.726501,0.0957642,-0.100403,0.673035
