timestamp,x,y,z,w
59454940367,0.572998,0.421692,0.411621,-0.569519
59454962679,0.572632,0.421875,0.411499,-0.569885
59454980650,0.572327,0.422058,0.411377,-0.570129
59455001672,0.57196,0.422241,0.411377,-0.570312
59455022692,0.571655,0.422424,0.411377,-0.570496
59455040623,0.571289,0.422729,0.411316,-0.57074
59455061649,0.570862,0.423035,0.411255,-0.570923
59455082759,0.570557,0.423218,0.411255,-0.571106
59455100739,0.570557,0.423218,0.411255,-0.571106
59455127787,0.570618,0.423218,0.411255,-0.571045
59455142752,0.570312,0.423401,0.411133,-0.571289
59455160657,0.570068,0.423584,0.411194,-0.571411
59455181675,0.570007,0.423584,0.411255,-0.57135
59455202758,0.570068,0.423523,0.411255,-0.571411
59455220597,0.570007,0.423462,0.411072,-0.571594
59455241627,0.569824,0.423584,0.41095,-0.571838
59455262681,0.569763,0.423645,0.41095,-0.571777
59455280600,0.569946,0.423462,0.411011,-0.571716
59455303147,0.570312,0.423096,0.411072,-0.571594
59455322695,0.570557,0.422852,0.411072,-0.571533
59455340629,0.570557,0.422852,0.411072,-0.571533
59455363157,0.570557,0.422852,0.411011,-0.571533
59455382718,0.570557,0.422852,0.411011,-0.571533
59455400642,0.57074,0.422607,0.411133,-0.571533
59455423178,0.57074,0.422607,0.411072,-0.571533
59455442716,0.57074,0.422607,0.411072,-0.571533
59455460614,0.57074,0.422607,0.411072,-0.571533
59455483103,0.57074,0.422607,0.411072,-0.571472
59455502744,0.570618,0.422729,0.411072,-0.571472
59455520669,0.570496,0.422974,0.411133,-0.571472
59455543134,0.570435,0.423157,0.411133,-0.57135
59455562697,0.570435,0.42334,0.411255,-0.571167
59455580606,0.570496,0.423401,0.411316,-0.570984
59455603134,0.570557,0.423462,0.411377,-0.570801
59455622701,0.570496,0.423523,0.411499,-0.57074
59455640629,0.570496,0.423584,0.411682,-0.570557
59455662356,0.570618,0.423584,0.411926,-0.570312
59455683365,0.570801,0.423523,0.412048,-0.570068
