timestamp,roll,pitch,yaw
59465749854,-1.62525,-1.27108,0.0607324
59465764767,-1.62595,-1.27125,0.0606609
59465787257,-1.62594,-1.27101,0.0608738
59465809802,-1.62595,-1.27125,0.0606609
59465824797,-1.62566,-1.2712,0.0602779
59465847265,-1.62672,-1.2716,0.0604643
59465869787,-1.62671,-1.27136,0.0606773
59465884127,-1.62606,-1.27155,0.060452
59465907343,-1.62567,-1.27222,0.060394
59465929844,-1.62465,-1.27259,0.0595227
59465944280,-1.62465,-1.27259,0.0595227
59465967381,-1.62465,-1.27259,0.0595227
59465989877,-1.62465,-1.27259,0.0595227
59466004127,-1.62465,-1.27259,0.0595227
59466027261,-1.62464,-1.27235,0.0597369
59466049782,-1.62464,-1.27235,0.0597369
59466064063,-1.62464,-1.27235,0.0597369
59466087255,-1.62463,-1.27253,0.0595649
59466109789,-1.62464,-1.27235,0.0597369
59466124215,-1.62465,-1.27259,0.0595227
59466147475,-1.62465,-1.27259,0.0595227
59466169815,-1.6257,-1.27251,0.0601385
59466184207,-1.62733,-1.2722,0.0611918
59466207400,-1.62878,-1.27225,0.0621954
59466229797,-1.62878,-1.27225,0.0621954
59466250964,-1.62878,-1.27225,0.0621954
59466267316,-1.62934,-1.27266,0.0622087
59466289824,-1.63009,-1.27254,0.0624424
59466311651,-1.63115,-1.27312,0.0624596
59466327363,-1.63115,-1.27312,0.0624596
59466349873,-1.63032,-1.27271,0.0620232
59466370911,-1.63084,-1.27301,0.062119
59466387334,-1.63052,-1.2729,0.0617783
59466409806,-1.63042,-1.27337,0.0614752
59466431072,-1.62939,-1.2735,0.0608174
59466447425,-1.62834,-1.27357,0.0601994
59466469806,-1.62802,-1.27412,0.0601
59466492406,-1.62765,-1.27388,0.0598404
59466507399,-1.62765,-1.27388,0.0598404
59466529804,-1.62765,-1.27388,0.0598404
59466551053,-1.62764,-1.27406,0.0596671
59466567443,-1.62669,-1.27407,0.0589658
59466589794,-1.62481,-1.27397,0.0576941
59466610821,-1.62353,-1.27404,0.0564753
59466627276,-1.62353,-1.27404,0.0564753
59466649852,-1.62333,-1.27379,0.0559249
59466672255,-1.623,-1.27331,0.0557152
59466686671,-1.62277,-1.27253,0.0556417
59466709783,-1.62338,-1.27181,0.056345
59466732354,-1.62494,-1.27108,0.057739
59466747290,-1.62492,-1.27125,0.0575677
59466769845,-1.62509,-1.27066,0.0586731
59466792360,-1.62468,-1.27054,0.0591283
59466807324,-1.62463,-1.27025,0.0602236
59466829839,-1.62472,-1.27019,0.0609822
59466852322,-1.62548,-1.27,0.0619223
59466866695,-1.62625,-1.26947,0.0632004
59466889885,-1.62597,-1.26935,0.0635309
59466912322,-1.62537,-1.26937,0.0641494
59466926641,-1.6254,-1.2695,0.0649053
59466949869,-1.62566,-1.26956,0.0654559
59466972347,-1.62566,-1.26956,0.0654559
59466977796,-1.6254,-1.26951,0.0657447
59466994218,-1.62468,-1.2697,0.0654785
59467015251,-1.62423,-1.26936,0.0654725
59467037942,-1.62423,-1.26977,0.0650922
59467054144,-1.62403,-1.26965,0.0646276
59467075206,-1.62371,-1.26994,0.0639055
59467097679,-1.62282,-1.27007,0.0631307
59467114135,-1.62171,-1.27051,0.0623471
59467138557,-1.62108,-1.27117,0.0616943
59467157677,-1.62021,-1.2716,0.0606578
59467174081,-1.62014,-1.27196,0.0604815
59467196692,-1.61952,-1.27244,0.0599938
59467217836,-1.61897,-1.27281,0.0594671
59467234058,-1.61892,-1.27323,0.0592456
59467255440,-1.61892,-1.27323,0.0592456
59467277843,-1.61892,-1.27323,0.0592456
59467295584,-1.619,-1.27311,0.0592086
59467315249,-1.61918,-1.27329,0.0597995
59467340631,-1.61954,-1.27329,0.0602729
59467354080,-1.62065,-1.27364,0.0613934
59467375288,-1.6213,-1.274,0.0621655
59467397883,-1.62191,-1.27406,0.0631957
59467416247,-1.6228,-1.27443,0.064569
59467435334,-1.6232,-1.27456,0.0658072
59467457916,-1.62452,-1.27456,0.0678316
59467474215,-1.62611,-1.27413,0.0698179
59467495449,-1.62728,-1.27335,0.0716162
59467517868,-1.62956,-1.27219,0.0741444
59467541710,-1.63164,-1.27084,0.0760525
59467555367,-1.63184,-1.26933,0.0758951
59467577935,-1.63385,-1.26712,0.0757826
59467594155,-1.63665,-1.2639,0.0754704
59467615302,-1.63885,-1.25894,0.0750678
59467637867,-1.6393,-1.25156,0.0740012
59467660387,-1.63979,-1.24099,0.0719323
59467675217,-1.64228,-1.22501,0.0679649
59467697670,-1.64734,-1.20079,0.0635546
59467715641,-1.65738,-1.16585,0.0622264
59467742886,-1.67144,-1.12517,0.066074
59467757888,-1.68002,-1.07375,0.0695115
59467775656,-1.68746,-1.01268,0.0747833
59467795389,-1.6907,-0.941437,0.0794576
59467817859,-1.68829,-0.859086,0.085537
59467835649,-1.67936,-0.766581,0.0918249
59467855493,-1.66749,-0.665443,0.0976508
59467877819,-1.65598,-0.557068,0.106147
59467895708,-1.6434,-0.442696,0.117053
59467915338,-1.62634,-0.324361,0.128771
59467937716,-1.60351,-0.203834,0.142305
59467971923,-1.57935,-0.0829078,0.159052
59467976654,-1.5538,0.0372173,0.178665
59467997900,-1.52588,0.154936,0.202487
59468016506,-1.49269,0.269587,0.23107
59468035223,-1.45555,0.380046,0.264897
59468057917,-1.41399,0.487412,0.305577
59468075564,-1.36473,0.591143,0.354116
59468095441,-1.30565,0.686664,0.410971
59468117904,-1.23535,0.773556,0.476339
59468135665,-1.15173,0.852942,0.551355
59468156754,-1.05411,0.924376,0.638317
59468178981,-0.941891,0.987621,0.742792
59468197104,-0.815336,1.04037,0.863413
59468216594,-0.676573,1.08105,0.995832
59468237659,-0.530886,1.10918,1.1354
59468264393,-0.376945,1.12334,1.28189
59468278047,-0.228746,1.1261,1.42558
59468305160,-0.100214,1.1254,1.54999
59468315870,0.0197852,1.1146,1.66454
59468336616,0.117165,1.10265,1.76051
59468374880,0.206922,1.08758,1.84479
59468377128,0.279487,1.07311,1.91653
59468396754,0.355584,1.05914,1.98669
59468417715,0.405726,1.0417,2.03743
59468435618,0.465997,1.02584,2.09318
59468458175,0.504066,1.01321,2.13084
59468477886,0.544357,1.00404,2.16622
59468496230,0.578708,0.999848,2.19363
59468516686,0.603986,1.00244,2.21124
59468537845,0.624172,1.01193,2.21982
59468555601,0.629705,1.03024,2.2128
59468578211,0.602066,1.06496,2.17277
59468597896,0.520406,1.1181,2.07835
59468615601,0.329513,1.18412,1.87406
59468638115,-0.0341557,1.23375,1.49678
59468674910,-0.518765,1.22022,1.00583
59468677152,-0.902282,1.12209,0.625244
59468698189,-1.10625,1.00791,0.446779
59468717708,-1.19149,0.9275,0.374183
59468735570,-1.19383,0.882223,0.342655
59468758204,-1.14058,0.865696,0.336171
59468777669,-1.08533,0.880619,0.353968
59468795539,-1.05352,0.910987,0.379828
59468818051,-1.04569,0.933938,0.398741
59468837752,-1.05104,0.940458,0.404751
59468855602,-1.06079,0.940329,0.404033
59468878133,-1.07403,0.936004,0.397175
59468897712,-1.08403,0.931008,0.389181
59468915561,-1.08708,0.925442,0.383467
59468938081,-1.08389,0.921086,0.379601
59468957714,-1.07626,0.920204,0.377798
59468975606,-1.06855,0.922661,0.378107
59468998150,-1.06279,0.9268,0.380337
59469017586,-1.05761,0.932012,0.383829
59469035655,-1.05193,0.937976,0.387943
59469058095,-1.04406,0.94412,0.39419
59469080577,-1.03438,0.950995,0.403005
59469095522,-1.0217,0.957966,0.415274
59469118052,-1.0073,0.966521,0.431073
59469140549,-0.990591,0.976624,0.450938
59469160771,-0.970824,0.987865,0.476191
59469177207,-0.946154,1.00188,0.505599
59469198264,-0.914901,1.01849,0.541117
59469220796,-0.879799,1.03761,0.583529
59469237437,-0.838975,1.05902,0.633342
59469258429,-0.78782,1.08116,0.695917
59469282280,-0.728034,1.10362,0.767934
59469297216,-0.656317,1.12543,0.85043
59469318628,-0.575903,1.14501,0.941475
59469334099,-0.486569,1.16214,1.04272
59469357366,-0.386056,1.17497,1.15501
59469378424,-0.277866,1.18303,1.27553
59469394091,-0.168668,1.18674,1.39583
59469417222,-0.0647981,1.18608,1.50925
59469438579,0.0259272,1.18124,1.60922
59469454090,0.0952516,1.17337,1.68817
59469484754,0.138413,1.16506,1.74393
59469505784,0.159197,1.15601,1.78007
59469520800,0.164797,1.14762,1.80187
59469537270,0.153976,1.14005,1.8092
59469559810,0.12712,1.13352,1.80277
59469574069,0.08398,1.12797,1.7826
59469597206,0.0277733,1.12364,1.75183
59469619790,-0.0442012,1.12156,1.70748
59469640893,-0.122517,1.12113,1.65228
59469657301,-0.211831,1.11929,1.58425
59469679638,-0.318211,1.11276,1.50555
59469700747,-0.442088,1.10393,1.40997
59469717262,-0.574766,1.09114,1.3004
59469739848,-0.70857,1.06927,1.18717
59469760791,-0.841046,1.03779,1.07686
59469777201,-0.971392,0.996083,0.968042
59469799765,-1.0913,0.945024,0.865369
59469820848,-1.19609,0.886101,0.774662
59469837339,-1.28606,0.818908,0.697126
59469859731,-1.36209,0.744588,0.632196
59469880830,-1.42779,0.663913,0.576302
59469898702,-1.48456,0.578146,0.528257
59469919828,-1.53284,0.488382,0.488262
59469940774,-1.57286,0.39582,0.455221
59469957266,-1.60513,0.301639,0.426083
59469979692,-1.62977,0.205054,0.402077
59470000878,-1.64947,0.107852,0.382774
59470017330,-1.66696,0.010359,0.366321
59470039745,-1.68139,-0.08576,0.351388
59470060763,-1.69031,-0.179479,0.337528
59470077239,-1.69719,-0.273078,0.325813
59470113917,-1.70528,-0.366055,0.315212
59470120820,-1.71499,-0.456499,0.303448
59470137235,-1.7315,-0.536563,0.289738
59470167320,-1.75632,-0.606307,0.27407
59470180801,-1.78455,-0.671092,0.257601
59470197794,-1.80509,-0.735354,0.238878
59470227260,-1.81332,-0.804192,0.218841
59470240763,-1.81206,-0.875669,0.199176
59470256601,-1.80322,-0.944507,0.179575
59470279778,-1.7845,-1.00899,0.158476
59470300834,-1.76079,-1.0694,0.134424
59470316616,-1.7367,-1.12651,0.106345
59470339663,-1.70831,-1.17954,0.0721849
59470360744,-1.66916,-1.22829,0.0306294
59470376548,-1.61498,-1.2717,-0.0201614
59470400163,-1.54804,-1.3088,-0.0800743
59470420777,-1.47868,-1.33935,-0.143279
59470436568,-1.41057,-1.36433,-0.20731
59470459856,-1.3537,-1.38287,-0.265713
59470482279,-1.31658,-1.39514,-0.310985
59470496588,-1.30442,-1.40085,-0.335513
59470521200,-1.31442,-1.40191,-0.339256
59470542179,-1.33678,-1.39893,-0.328128
59470563399,-1.36663,-1.39339,-0.30545
59470579726,-1.40025,-1.38573,-0.274818
59470602268,-1.43738,-1.37743,-0.239967
59470623379,-1.47594,-1.36749,-0.202966
59470639753,-1.51461,-1.35615,-0.164962
59470662220,-1.54955,-1.34303,-0.128642
59470683333,-1.58192,-1.32969,-0.0939326
59470699723,-1.60963,-1.31605,-0.0616139
59470722302,-1.62929,-1.30147,-0.0341071
59470743564,-1.64188,-1.28534,-0.00941887
59470759708,-1.65077,-1.26837,0.0154039
59470782434,-1.65926,-1.25201,0.0410995
59470803373,-1.66584,-1.23562,0.0649766
59470819812,-1.67195,-1.21954,0.0873805
59470842206,-1.67847,-1.20448,0.107898
59470863622,-1.68395,-1.19009,0.125062
59470879849,-1.68781,-1.1776,0.138344
59470902177,-1.688,-1.16742,0.1474
59470923494,-1.68646,-1.16022,0.153387
59470939739,-1.68408,-1.15518,0.156986
59470962228,-1.68256,-1.15321,0.159655
59470983347,-1.68016,-1.15363,0.159872
59470999802,-1.67741,-1.15596,0.156959
59471022214,-1.67467,-1.1596,0.152044
59471043641,-1.67267,-1.164,0.147088
59471059794,-1.66999,-1.16861,0.142132
59471082226,-1.66605,-1.17383,0.137656
59471103491,-1.66059,-1.17971,0.133879
59471119749,-1.65549,-1.18674,0.130929
59471142283,-1.6509,-1.19305,0.127638
59471163510,-1.64928,-1.19828,0.126207
59471179804,-1.6495,-1.20198,0.126304
59471202261,-1.64869,-1.20479,0.125929
59471224938,-1.64828,-1.20679,0.126156
59471239765,-1.64878,-1.20797,0.127287
59471262243,-1.65001,-1.20871,0.128468
59471283585,-1.65168,-1.20916,0.129166
59471299753,-1.65371,-1.20934,0.130342
59471322360,-1.65398,-1.20986,0.13047
59471343564,-1.65389,-1.21031,0.130417
59471359849,-1.65438,-1.21103,0.13028
59471382063,-1.6557,-1.21213,0.130368
59471404826,-1.6568,-1.21296,0.130129
59471419802,-1.65736,-1.21377,0.129773
59471442214,-1.65751,-1.21404,0.129605
59471464825,-1.65837,-1.21486,0.129656
59471479777,-1.65857,-1.21536,0.129129
59471502297,-1.65955,-1.21542,0.129499
59471524826,-1.66131,-1.21541,0.130466
59471539836,-1.66217,-1.21564,0.130829
59471562316,-1.66302,-1.21587,0.131194
59471584853,-1.66332,-1.21625,0.131463
59471599158,-1.66334,-1.21684,0.131159
59471622205,-1.66337,-1.21728,0.130989
59471644809,-1.66367,-1.21766,0.131261
59471659125,-1.66287,-1.21827,0.130388
59471682267,-1.66195,-1.2189,0.129639
59471704774,-1.66112,-1.21911,0.129097
59471719132,-1.66112,-1.21946,0.128793
59471742241,-1.66073,-1.21933,0.128644
59471764732,-1.66034,-1.21909,0.12774
59471779119,-1.65928,-1.21959,0.126387
59471802253,-1.65731,-1.21997,0.124723
59471824802,-1.65539,-1.22046,0.122987
59471847321,-1.65398,-1.22167,0.120948
59471862250,-1.65231,-1.22239,0.118739
59471884766,-1.64933,-1.22293,0.116655
59471907302,-1.64493,-1.22411,0.114311
59471922341,-1.63987,-1.22572,0.111744
