timestamp,x,y,z,w
60072481153,-0.672241,-0.191772,-0.633057,0.332581
60072504319,-0.672241,-0.191772,-0.633057,0.33252
60072526755,-0.672241,-0.191772,-0.633057,0.33252
60072547751,-0.672302,-0.191772,-0.633057,0.33252
60072564220,-0.672241,-0.191772,-0.633057,0.33252
60072587219,-0.672302,-0.191772,-0.633057,0.33252
60072608046,-0.672302,-0.191772,-0.633057,0.33252
60072624124,-0.672302,-0.191772,-0.633057,0.33252
60072646809,-0.672302,-0.191772,-0.633057,0.33252
60072667960,-0.672302,-0.191772,-0.633057,0.33252
60072684426,-0.672302,-0.191772,-0.633057,0.33252
60072706713,-0.672302,-0.191833,-0.632996,0.332458
60072727880,-0.672302,-0.191833,-0.632996,0.332458
60072744357,-0.672302,-0.191833,-0.632996,0.332458
60072766758,-0.672302,-0.191833,-0.632996,0.332458
60072787806,-0.672302,-0.191833,-0.632996,0.332458
60072804304,-0.672302,-0.191833,-0.633057,0.332458
60072826763,-0.672302,-0.191833,-0.633057,0.332458
60072847857,-0.672302,-0.191895,-0.633057,0.332458
60072864262,-0.672302,-0.191895,-0.633057,0.332397
60072886870,-0.672363,-0.191895,-0.632996,0.332397
60072907845,-0.672363,-0.191895,-0.632996,0.332397
60072924302,-0.672363,-0.191895,-0.632996,0.332397
60072947270,-0.672363,-0.191895,-0.632996,0.332397
60072968081,-0.672363,-0.191895,-0.632996,0.332397
60072984416,-0.672363,-0.191895,-0.632996,0.332397
60073006791,-0.672363,-0.191895,-0.632996,0.332397
60073029323,-0.672302,-0.192017,-0.632996,0.33252
60073044699,-0.672241,-0.192017,-0.632996,0.33252
60073066763,-0.672241,-0.192078,-0.632996,0.33252
60073089354,-0.672241,-0.192078,-0.632996,0.33252
60073110365,-0.672241,-0.192078,-0.632996,0.33252
60073126782,-0.672241,-0.192017,-0.632996,0.33252
60073149226,-0.672241,-0.192017,-0.632996,0.33252
60073163667,-0.672241,-0.192017,-0.632996,0.33252
60073186836,-0.672241,-0.192017,-0.632996,0.33252
60073209299,-0.672241,-0.192078,-0.632996,0.33252
60073223656,-0.672241,-0.192078,-0.632996,0.33252
60073246766,-0.672241,-0.192078,-0.632996,0.33252
60073269311,-0.672241,-0.192078,-0.632996,0.33252
60073283784,-0.672241,-0.192078,-0.632996,0.33252
60073306774,-0.672241,-0.192078,-0.632996,0.33252
60073329393,-0.672241,-0.192078,-0.632996,0.33252
60073343681,-0.672241,-0.192078,-0.632996,0.33252
60073366837,-0.672241,-0.192078,-0.632996,0.33252
60073389314,-0.672241,-0.192078,-0.632996,0.33252
60073410638,-0.672241,-0.192078,-0.632996,0.33252
60073426844,-0.672241,-0.192078,-0.632996,0.33252
60073449323,-0.672241,-0.192078,-0.632996,0.33252
60073471807,-0.672241,-0.192078,-0.632996,0.33252
60073486845,-0.672241,-0.192017,-0.632996,0.33252
60073509312,-0.672241,-0.192017,-0.632996,0.33252
60073530639,-0.672241,-0.192017,-0.632996,0.33252
60073546855,-0.672241,-0.192017,-0.632996,0.33252
60073569360,-0.672241,-0.192078,-0.632996,0.33252
60073590519,-0.672241,-0.192078,-0.632996,0.33252
60073606749,-0.672241,-0.192078,-0.632996,0.33252
60073629315,-0.672241,-0.192078,-0.632996,0.33252
60073650625,-0.672241,-0.192078,-0.632996,0.332458
60073674446,-0.672241,-0.192078,-0.632996,0.332458
60073689356,-0.672241,-0.192078,-0.632996,0.332458
60073710407,-0.672241,-0.192078,-0.632996,0.33252
60073726883,-0.672241,-0.192078,-0.632996,0.33252
60073749428,-0.672241,-0.192078,-0.632996,0.33252
60073770618,-0.672302,-0.192078,-0.632996,0.332458
60073786868,-0.672363,-0.191895,-0.632996,0.332336
60073809327,-0.672363,-0.191895,-0.632996,0.332397
60073830583,-0.672363,-0.191895,-0.632996,0.332397
60073846894,-0.672363,-0.191895,-0.632996,0.332397
60073876896,-0.672363,-0.191895,-0.632996,0.332397
60073890406,-0.672363,-0.191895,-0.632996,0.332397
60073906824,-0.672363,-0.191833,-0.632996,0.332397
60073929341,-0.672363,-0.191833,-0.632996,0.332458
60073951889,-0.672363,-0.191833,-0.632996,0.332458
60073974317,-0.672363,-0.191833,-0.632996,0.332458
60073989299,-0.672363,-0.191833,-0.632996,0.332458
60074012628,-0.672363,-0.191833,-0.632996,0.332458
60074026818,-0.672363,-0.191772,-0.632935,0.332458
60074049299,-0.672363,-0.191833,-0.632812,0.332703
60074079402,-0.672302,-0.191895,-0.632751,0.332947
60074086104,-0.672302,-0.191895,-0.632812,0.332947
60074109376,-0.672302,-0.191895,-0.632751,0.332947
60074131811,-0.672241,-0.192017,-0.63269,0.333191
60074146155,-0.672119,-0.1922,-0.632629,0.333557
60074175327,-0.672058,-0.192322,-0.632507,0.333679
60074191825,-0.672058,-0.192322,-0.632507,0.333679
60074206077,-0.672058,-0.192383,-0.632507,0.333618
60074229307,-0.672058,-0.192383,-0.632507,0.333618
60074251753,-0.672058,-0.192322,-0.632507,0.333618
60074266188,-0.672058,-0.192322,-0.632507,0.333618
60074289404,-0.672058,-0.192322,-0.632507,0.333618
60074311804,-0.672119,-0.192322,-0.632507,0.333618
60074326192,-0.672119,-0.192322,-0.632507,0.333679
60074349254,-0.672119,-0.192322,-0.632507,0.333679
60074379302,-0.672119,-0.192322,-0.632507,0.333679
60074386190,-0.672119,-0.192261,-0.632446,0.333679
60074409256,-0.672119,-0.192261,-0.632446,0.333679
60074431817,-0.672119,-0.192261,-0.632446,0.333679
60074453083,-0.672119,-0.192261,-0.632446,0.333679
60074469509,-0.67218,-0.192261,-0.632446,0.333679
60074491850,-0.67218,-0.192261,-0.632385,0.333679
60074513093,-0.67218,-0.192261,-0.632385,0.333679
60074529314,-0.67218,-0.192261,-0.632385,0.33374
60074559349,-0.67218,-0.1922,-0.632385,0.33374
60074580558,-0.67218,-0.1922,-0.632385,0.33374
60074589350,-0.67218,-0.1922,-0.632385,0.33374
60074611824,-0.67218,-0.1922,-0.632385,0.33374
60074633026,-0.672241,-0.1922,-0.632324,0.33374
60074649257,-0.672363,-0.192078,-0.632263,0.333618
60074671836,-0.672424,-0.192017,-0.632263,0.333618
60074693045,-0.672424,-0.192017,-0.632263,0.333618
60074709215,-0.672424,-0.192017,-0.632263,0.333679
60074731887,-0.672424,-0.192017,-0.632263,0.333679
60074753028,-0.672363,-0.192017,-0.632263,0.333679
60074769364,-0.672424,-0.192017,-0.632263,0.333679
60074791883,-0.672424,-0.192017,-0.632263,0.333679
60074813090,-0.672424,-0.192017,-0.632263,0.333679
60074829345,-0.672424,-0.192017,-0.632202,0.333679
60074851762,-0.672424,-0.192017,-0.632202,0.333679
60074873041,-0.672424,-0.191956,-0.632202,0.333679
60074889343,-0.672424,-0.191956,-0.632202,0.33374
60074894920,-0.672424,-0.191956,-0.632202,0.33374
60074917167,-0.672363,-0.191956,-0.632141,0.333923
60074939676,-0.672302,-0.192017,-0.63208,0.334167
60074954672,-0.672302,-0.192078,-0.632019,0.33429
60074984603,-0.67218,-0.1922,-0.632019,0.334473
60074999645,-0.672058,-0.192383,-0.632019,0.334656
60075017529,-0.671936,-0.192444,-0.632019,0.334839
60075037397,-0.671936,-0.192383,-0.632019,0.3349
60075062532,-0.671936,-0.192383,-0.632019,0.3349
60075074819,-0.672119,-0.191895,-0.631775,0.335205
60075097188,-0.672485,-0.191223,-0.631348,0.335632
60075119889,-0.673035,-0.190186,-0.630859,0.33606
60075134755,-0.673889,-0.188354,-0.6297,0.337524
