timestamp,x,y,z
82462815963,0.75,-0.4375,-0.125
82462838750,0.75,-0.4375,-0.0625
82462862379,0.375,-0.4375,-0.125
82462876183,1.125,-0.5625,-0.0625
82462898585,1.8125,-0.4375,-0.25
82462922933,1.75,-0.375,-0.375
82462937354,1.875,-0.1875,-0.25
82462959384,0.875,-0.1875,-0.1875
82463014564,-0.0625,-0.5,0.25
82463015413,0.4375,-0.4375,-0.1875
82463017317,1.4375,-0.0625,-0.5625
82463028006,1.1875,-0.1875,-0.625
82463049290,0.625,-0.25,-0.25
82463073062,0.375,-0.375,-0.375
82463116032,-0.1875,-0.3125,0
82463126097,0.25,-0.3125,0
82463132409,1.1875,-0.3125,0.1875
82463147408,0.8125,-0.375,0.125
82463169921,0.625,-0.375,-0.0625
82463200580,0.875,-0.375,-0.0625
82463215553,0.5625,-0.375,-0.0625
82463238063,0.625,-0.1875,-0.4375
82463260584,1.3125,-0.375,-0.375
82463274902,1.4375,-0.375,-0.4375
82463298076,1.0625,-0.375,-0.25
82463320626,1.125,-0.4375,-0.25
82463335046,2,-0.375,-0.3125
82463358129,2.3125,-0.3125,-0.1875
82463380580,1.9375,-0.25,0
82463394938,2.4375,-0.125,-0.0625
82463418086,3.375,-0.25,0
82463431002,3.25,-0.375,0.1875
82463445994,2.4375,-0.3125,0.75
82463468474,1.5625,-0.625,0.625
82463490987,3.625,-1.125,1.125
82463506016,5.3125,-2.25,1.375
82463528451,7.875,-3.125,2.9375
82463550925,8.8125,-2.5625,6.4375
82463565919,5.75,-4.0625,14.0625
82463597275,6.0625,-5.5,23.8125
82463610933,6.4375,-6.9375,30.625
82463625951,7.125,-10.4375,41.875
82463648501,8.375,-14.8125,52.4375
82463671001,10.5,-20.4375,64.25
82463686006,11.125,-26.5625,75.8125
82463708472,15.0625,-31.5625,87.8125
82463730917,17.625,-36.5,98.9375
82463745978,19.5,-40.5625,109.562
82463768452,20.6875,-45.8125,119.188
82463790957,21.75,-51.5,127.875
82463805979,27.5,-56.8125,133.75
82463828472,34.75,-60.0625,141.812
82463850961,38.3125,-63.0625,149.312
82463865958,38.4375,-68.5625,155.188
82463888454,41,-74.5625,159.688
82463919811,47.375,-79.875,164.25
82463925918,52.25,-83,171.125
82463948486,53.75,-86.125,176.062
82463970997,52.75,-92.3125,180.5
82463985967,53.1875,-97.0625,183.938
82464008484,51.3125,-102.938,185
82464030961,50.875,-108,184.938
82464045965,52.3125,-111.25,184.438
82464068475,51.9375,-114.312,184.312
82464090976,47.3125,-121.875,182.625
82464113487,42.1875,-125.062,179.875
82464128470,44.1875,-129.5,175.938
82464150997,41.0625,-133.312,169.688
82464167429,34.8125,-136.375,166.5
82464188508,31.8125,-138.875,160.125
82464210963,28.75,-141.188,150.812
82464227420,23.9375,-142,136.5
82464248455,13.625,-141.188,127.75
82464270958,0.875,-139.062,117.875
82464287452,-18.5625,-139.875,104.875
82464308457,-30.125,-139.688,94.0625
82464330964,-30.3125,-136.188,78.4375
82464347418,-32.5,-129.062,62.875
82464368449,-39.8125,-121.5,52.875
82464390924,-50.1875,-114.75,36.6875
82464407415,-54.375,-108.688,24.625
82464428436,-10.6875,-34.25,17.4375
82464450936,-36.875,61.1875,9
82464468861,25.3125,66.8125,-14.8125
82464488474,37.6875,7.6875,-14.75
82464510955,-17.75,-32,-5.4375
82464530354,-27.625,-16.0625,-2.25
82464548447,25,12.3125,-6.0625
82464570899,24.625,12.25,-6.4375
82464588874,1.6875,-2.3125,-1.3125
82464608492,-0.875,-4.25,1.375
82464631003,4.0625,-0.3125,0.8125
82464648902,5.1875,3.125,1.8125
82464668458,2.3125,5.375,2.625
82464690967,0.5625,4.375,3.75
82464708851,0.9375,3.25,3
82464728490,-0.8125,5,2
82464750963,-1.3125,9.6875,0.5625
82464768865,-1.1875,14.6875,2.25
82464788445,-1.125,17.6875,1.8125
82464810966,-0.25,18.625,0.5625
82464828865,3.25,18.9375,-1.3125
82464848394,7.25,23.3125,-7.75
82464870973,7.9375,26.4375,-15.5
82464888891,6.125,33.0625,-28.375
82464908438,4.0625,39.75,-40.4375
82464930976,-0.25,48,-52.6875
82464948855,-3.125,59.4375,-65.625
82464969888,-7,73.75,-77.875
82464990928,-13.375,85.9375,-89.5625
82465008828,-16.9375,98.125,-103.188
82465028523,-17.375,106.312,-116.438
82465050927,-20.9375,112.125,-128.625
82465068917,-25.25,118.312,-140.312
82465088445,-26.5625,125.938,-154
82465110928,-28.8125,132.375,-164.812
82465128862,-28.3125,136.625,-179.062
82465149977,-33.5625,135.938,-189.938
82465170904,-33.875,135.188,-193.438
82465188868,-36.375,135.75,-194.875
82465209878,-34,136.062,-198.938
82465230918,-38.125,135.5,-209
82465248840,-52.9375,133.25,-213.125
82465269939,-58.25,130.625,-212.312
82465290957,-54.5625,129.438,-209.875
82465308874,-63.5,129.188,-205.625
82465329914,-79.6875,130.438,-201.188
82465350949,-88.6875,131.375,-205.812
82465368860,-94.5,127.938,-206.188
82465389911,-97.875,124.375,-194.688
82465410945,-96.75,121.625,-187.438
82465428884,-94.375,114.812,-181.688
82465449904,-91.1875,105.438,-174.062
82465470959,-83.875,97.6875,-160.938
82465489532,-70.25,89,-144.562
82465511387,-58.375,74.4375,-127.438
82465538436,-50.9375,56.3125,-106.75
82465548880,-47.875,38.6875,-81.6875
82465571330,-39,22.4375,-56.6875
82465590983,-29,6.9375,-35.25
82465608886,-18.6875,-5.125,-17.125
82465631357,-10.9375,-14.4375,-2.5
82465653855,-8.0625,-20.875,6.75
82465668054,-6.25,-24,11.875
82465690546,-7.5625,-24.0625,13.8125
82465711642,-9.625,-22.0625,11.5625
82465728078,-10.5,-18.4375,7.1875
82465750549,-6.4375,-14.9375,3.625
82465771556,-7.6875,-12,0.75
82465788033,-12,-12.875,-1
82465810595,-12.125,-14.75,-0.625
82465824891,-8.5625,-17.875,2
82465848025,0.75,-18.75,4.4375
82465870557,15.1875,-14.9375,6
82465891611,24.0625,-4.375,0.375
82465908065,27,4.8125,-6.375
82465930595,18.9375,3.1875,-6.9375
82465951624,5.125,-1,-0.75
82465975537,-4.1875,-3.6875,4.1875
82465990502,10.1875,-5.625,8
82466011641,22.1875,-6.6875,8.5
82466028083,25.4375,-7.25,8.0625
82466050541,19.0625,-8.0625,6.875
82466071591,8.625,-7.9375,6.0625
82466088041,2.1875,-5.9375,5.0625
82466110532,-0.25,-3.0625,3.8125
82466131653,1.0625,-0.8125,2.4375
82466148030,3.5625,-0.125,1.875
82466170390,5.0625,0.125,1.375
82466191612,5.1875,0.125,1.625
82466208048,5,-0.375,1.6875
82466230574,6.125,-0.3125,1.25
82466253139,9.3125,-0.5,0.8125
82466268056,10.5,-0.3125,0.25
82466290540,8.5,0.5625,0.1875
82466311596,7.8125,0.6875,-0.0625
82466328045,1.375,0.25,-0.125
82466350530,-4.9375,0.375,0.0625
82466371591,-7.5625,0.75,-0.1875
82466388039,-5.75,0.8125,0.1875
82466410603,-4,1.3125,0.5625
82466431613,-4.125,1.0625,1
82466448058,-5,0.6875,1.1875
82466470591,-6,0.6875,1.5
82466493084,-5.0625,0.75,1.125
82466514828,-3.875,0.875,1.125
82466530498,-1.875,0.75,0.6875
82466553051,-0.9375,0.5625,0.375
82466568041,-0.5,0.375,0.25
82466590816,-0.3125,0.3125,0.1875
82466613200,1.0625,0.25,-0.1875
82466627436,1.0625,0.125,-0.4375
82466650696,1.0625,-0.1875,-0.5
82466673112,1.0625,-0.25,-0.375
82466695604,1.0625,-0.5625,0.125
82466710630,2.0625,-0.625,0
82466733128,2.3125,-0.5,-0.0625
82466747531,1.75,-0.625,0.25
82466770607,2,-0.75,0.1875
82466793085,2.75,-0.4375,0.25
82466807390,4.6875,-0.4375,0.3125
82466830588,4.5,-0.5625,0.1875
82466853129,3.6875,-0.625,-0.0625
82466867422,2.25,-0.75,0.1875
82466890612,2.0625,-0.75,-0.0625
82466913082,2.75,-0.6875,0.0625
82466927381,4.1875,-0.625,-0.1875
82466950633,3.6875,-0.8125,0.0625
82466973055,1.8125,-0.875,0
82466994140,-0.0625,-0.8125,0.1875
82467010567,-0.3125,-0.5625,0.0625
82467033172,0.9375,-0.5,-0.125
82467054132,1.25,-0.25,-0.125
82467070487,0.5,-0.25,-0.25
82467093378,-0.25,-0.4375,-0.25
82467114192,-0.5,-0.3125,0.125
82467130551,-0.5,-0.0625,0.0625
82467160540,-0.6875,-0.0625,0
82467174364,-0.625,0.0625,0
82467190530,-0.1875,0.0625,0.25
82467213167,-0.1875,0,0.3125
82467234324,-0.5,0,0.25
82467250608,-0.5625,0.0625,0.1875
82467273114,-1,0.1875,0.1875
82467294250,-1.0625,0.125,0.125
82467310746,-1.25,0.125,-0.0625
82467333122,-0.6875,0.0625,-0.125
82467355643,-0.1875,0.25,-0.125
82467370614,0.1875,0.25,-0.25
82467393051,-0.1875,0.1875,0
82467415621,0,0.125,-0.125
82467430322,0.625,0,-0.25
82467453074,1.0625,0,-0.25
82467475526,1.125,0.0625,-0.3125
82467490605,0.5625,0.0625,-0.4375
82467513037,0.625,-0.0625,-0.25
82467535836,1.5625,0,-0.25
82467549961,0.875,-0.0625,-0.1875
82467573171,0.6875,-0.1875,-0.25
82467595676,1.125,-0.125,-0.3125
