timestamp,roll,pitch,yaw
82452923503,-1.62423,-1.35185,2.43769
82452938496,-1.62421,-1.35197,2.43768
82452962379,-1.62395,-1.35178,2.43739
82452977313,-1.62395,-1.35178,2.43739
82452998739,-1.62395,-1.35178,2.43739
82453022377,-1.62395,-1.35178,2.43739
82453037366,-1.62393,-1.35189,2.43738
82453059925,-1.62369,-1.35208,2.43694
82453112809,-1.62368,-1.3517,2.43709
82453121356,-1.62368,-1.3517,2.43709
82453122155,-1.62366,-1.35182,2.43708
82453134339,-1.62341,-1.35162,2.43679
82453150401,-1.62341,-1.35162,2.43679
82453173868,-1.62285,-1.35169,2.4369
82453193706,-1.62281,-1.35178,2.43732
82453240488,-1.6228,-1.3514,2.43747
82453241315,-1.62353,-1.35186,2.43805
82453254147,-1.62353,-1.35186,2.43805
82453269913,-1.62321,-1.3515,2.43832
82453291039,-1.6234,-1.35152,2.43917
82453315782,-1.62334,-1.35174,2.43958
82453338215,-1.62328,-1.35157,2.44014
82453360738,-1.62343,-1.3511,2.44085
82453375054,-1.62387,-1.35108,2.4417
82453404419,-1.62378,-1.35065,2.4424
82453420658,-1.62367,-1.35073,2.44295
82453435020,-1.62304,-1.35015,2.44305
82453458251,-1.62214,-1.34949,2.44285
82453480722,-1.62521,-1.34874,2.44614
82453494981,-1.62353,-1.34648,2.4463
82453518224,-1.61882,-1.34529,2.44517
82453540740,-1.61031,-1.34425,2.44026
82453555064,-1.60465,-1.3413,2.43621
82453578194,-1.60409,-1.33404,2.43591
82453600685,-1.60443,-1.32353,2.43655
82453621860,-1.60578,-1.30939,2.43877
82453638227,-1.61001,-1.29284,2.4448
82453660643,-1.61369,-1.27393,2.45114
82453681918,-1.61957,-1.25277,2.4606
82453698196,-1.62951,-1.22755,2.47377
82453720694,-1.64324,-1.19658,2.49212
82453741841,-1.65851,-1.16238,2.51439
82453758127,-1.67309,-1.1244,2.53832
82453780666,-1.68906,-1.08203,2.56417
82453801687,-1.70537,-1.03426,2.59054
82453818227,-1.72201,-0.981357,2.61664
82453840740,-1.73623,-0.923356,2.64228
82453861876,-1.7466,-0.860587,2.66818
82453878137,-1.75234,-0.792775,2.69347
82453900762,-1.75364,-0.721248,2.71869
82453921837,-1.75297,-0.645625,2.74446
82453937528,-1.75135,-0.565881,2.77124
82453960778,-1.74875,-0.483062,2.79855
82453981736,-1.7436,-0.397882,2.82719
82453997486,-1.73524,-0.31041,2.85876
82454020634,-1.72682,-0.222385,2.89301
82454041749,-1.71853,-0.133208,2.92988
82454057494,-1.7088,-0.0436136,2.96964
82454080605,-1.69638,0.0458356,3.01336
82454101659,-1.67922,0.132772,3.06107
82454117438,-1.65859,0.215893,3.11313
82454140683,-1.63451,0.292773,-3.11266
82454163203,-1.60929,0.361908,-3.05091
82454177597,-1.58211,0.420513,-2.98524
82454200704,-1.55467,0.46873,-2.91676
82454223230,-1.52767,0.507476,-2.84699
82454245700,-1.50384,0.53589,-2.77732
82454274484,-1.48351,0.554854,-2.71
82454283297,-1.46872,0.566388,-2.64677
82454305744,-1.45703,0.572733,-2.58811
82454326873,-1.44716,0.574304,-2.53523
82454343219,-1.44137,0.570981,-2.48613
82454365697,-1.42152,0.555274,-2.45953
82454386877,-1.44628,0.547593,-2.48077
82454393624,-1.44659,0.545728,-2.50639
82454410212,-1.42985,0.547468,-2.50158
82454431247,-1.43478,0.542692,-2.48775
82454453874,-1.44166,0.536792,-2.48504
82454470096,-1.43199,0.53574,-2.48975
82454491071,-1.42608,0.536794,-2.49033
82454513756,-1.42688,0.537068,-2.48894
82454528575,-1.42569,0.53727,-2.48868
82454551252,-1.42354,0.537423,-2.4896
82454573754,-1.42463,0.53784,-2.49089
82454588739,-1.42697,0.538923,-2.49311
82454611083,-1.42885,0.540693,-2.49627
82454633684,-1.43236,0.541805,-2.50013
82454648629,-1.43728,0.542114,-2.50416
82454671075,-1.44263,0.542031,-2.50942
82454693637,-1.44675,0.542764,-2.5154
82454708738,-1.45131,0.543094,-2.52282
82454731259,-1.45548,0.541093,-2.53074
82454753600,-1.45968,0.535816,-2.54077
82454770029,-1.46508,0.526404,-2.55302
82454791236,-1.47296,0.512661,-2.56854
82454813764,-1.48276,0.495785,-2.58946
82454828733,-1.49285,0.476153,-2.61715
82454851072,-1.50416,0.453144,-2.65088
82454873711,-1.51793,0.425826,-2.68932
82454888562,-1.53439,0.395406,-2.73067
82454911098,-1.55458,0.360251,-2.77469
82454933628,-1.57531,0.321154,-2.82117
82454956269,-1.59368,0.27786,-2.86873
82454971042,-1.60798,0.230092,-2.91524
82454993539,-1.62178,0.17686,-2.96034
82455008487,-1.63743,0.118334,-3.00362
82455031077,-1.65503,0.0554264,-3.04571
82455053527,-1.67307,-0.0117872,-3.08809
82455068560,-1.68754,-0.0830509,-3.13015
82455091281,-1.69496,-0.158642,3.1133
82455113497,-1.69598,-0.236986,3.07724
82455128576,-1.69357,-0.316309,3.04203
82455151025,-1.68947,-0.397248,3.0057
82455173494,-1.68951,-0.480882,2.96983
82455190070,-1.69469,-0.566966,2.93505
82455210988,-1.70334,-0.653113,2.90068
82455236487,-1.70921,-0.736225,2.86511
82455249938,-1.71248,-0.816298,2.8293
82455271014,-1.70973,-0.892386,2.79295
82455293596,-1.70281,-0.967124,2.75363
82455317453,-1.68309,-1.03905,2.70718
82455331214,-1.64979,-1.1048,2.65414
82455353504,-1.60585,-1.16651,2.59105
82455369952,-1.54622,-1.22177,2.51697
82455391275,-1.47849,-1.26934,2.43092
82455413478,-1.40903,-1.30814,2.33843
82455429919,-1.34548,-1.33882,2.24899
82455451269,-1.29514,-1.3595,2.17199
82455473588,-1.26954,-1.37209,2.12417
82455490044,-1.26975,-1.37868,2.1089
82455513922,-1.29029,-1.38081,2.12051
82455533528,-1.33166,-1.37977,2.15649
82455550001,-1.38915,-1.37528,2.20929
82455570995,-1.45302,-1.36797,2.26798
82455593634,-1.51659,-1.35837,2.3266
82455611380,-1.57323,-1.3477,2.37962
82455638756,-1.62312,-1.33625,2.42644
82455661011,-1.67068,-1.32578,2.47033
82455671442,-1.70327,-1.31654,2.49993
82455691296,-1.71412,-1.30999,2.50835
82455713509,-1.69512,-1.31129,2.48684
82455731649,-1.66685,-1.31682,2.44777
82455751033,-1.64116,-1.32328,2.40911
82455773481,-1.62827,-1.32786,2.38428
82455792118,-1.61905,-1.32836,2.37049
82455818598,-1.61447,-1.32642,2.37169
82455833529,-1.61324,-1.32483,2.38282
82455851418,-1.61386,-1.32419,2.39749
82455871082,-1.61658,-1.32488,2.41082
82455893517,-1.61952,-1.32542,2.41976
82455911396,-1.62414,-1.32676,2.42654
82455931067,-1.62921,-1.3282,2.43181
82455953445,-1.63257,-1.33054,2.43516
82455971424,-1.63404,-1.33206,2.43707
82455991013,-1.63424,-1.33318,2.43803
