timestamp,x,y,z
83505851189,0.946777,-0.21875,-0.0078125
83505866201,0.956055,-0.217773,-0.00830078
83505888714,0.947754,-0.212402,-0.0078125
83505911262,0.947266,-0.206543,-0.00927734
83505926261,0.95459,-0.209961,-0.0146484
83505948801,0.957031,-0.224121,-0.0136719
83505971277,0.947266,-0.225098,-0.012207
83505987763,0.945801,-0.216797,-0.0136719
83506008727,0.942871,-0.21875,-0.0102539
83506026673,0.942871,-0.221191,-0.00195312
83506047697,0.94873,-0.224121,-0.00878906
83506076230,0.953613,-0.227051,-0.00195312
83506091236,0.953125,-0.230957,-0.000488281
83506107679,0.938965,-0.245117,0.00878906
83506128770,0.92041,-0.257812,0.0327148
83506154159,0.932617,-0.281738,0.0439453
83506167704,0.961426,-0.309082,0.0444336
83506188729,0.980469,-0.331055,0.0561523
83506211490,0.98584,-0.350098,0.0756836
83506227687,0.989258,-0.411621,0.090332
83506248890,1.00439,-0.569824,0.104004
83506271506,0.988281,-0.638672,0.0991211
83506287690,0.963867,-0.620117,0.0786133
83506309014,1.00439,-0.686035,0.00439453
83506331498,0.995117,-0.754395,-0.0356445
83506349268,0.974609,-0.853027,-0.11084
83506368895,0.933594,-0.947754,-0.173828
83506391479,0.861328,-1.03223,-0.233398
83506409107,0.803223,-1.10205,-0.261719
83506428978,0.719238,-1.15869,-0.276855
83506451333,0.605957,-1.1499,-0.256348
83506469111,0.456055,-1.06201,-0.210938
83506488992,0.289062,-1.08887,-0.163086
83506511237,0.242188,-1.09131,-0.11084
83506529146,0.17041,-1.07715,-0.108398
83506548715,0.0761719,-0.994629,-0.10791
83506571251,0.000976562,-0.967773,-0.130859
83506593743,-0.0874023,-0.937012,-0.109863
83506608772,-0.15625,-0.89209,-0.09375
83506631311,-0.181152,-0.810547,-0.104004
83506649280,-0.243164,-0.674316,-0.078125
83506668804,-0.286133,-0.585449,-0.0410156
83506691461,-0.362793,-0.52002,-0.027832
83506709219,-0.39502,-0.462402,0.0141602
83506728883,-0.39209,-0.417969,0.0629883
83506751358,-0.435059,-0.370605,0.126953
83506770484,-0.503418,-0.346191,0.230957
83506790358,-0.617188,-0.369141,0.314941
83506811270,-0.731934,-0.369629,0.504883
83506829184,-0.912598,-0.487305,0.639648
83506850258,-1.31885,-0.389648,0.248535
83506874202,-0.889648,-0.632812,0.594727
83506889168,-1.12549,-0.635254,-0.143066
83506910187,-1.21338,-0.744141,0.37207
83506931490,0.00146484,-1.03467,-0.110352
83506949223,0.990234,-1.71533,-0.376465
83506970204,1.05957,-1.67969,-0.324219
83506991382,-0.0380859,-1.20361,-0.405762
83507009215,-0.871582,-0.664551,-0.23584
83507036340,-0.871582,-0.739746,-0.00488281
83507051467,-0.503418,-0.847656,0.124512
83507069725,-0.492676,-0.746582,0.208008
83507090186,-0.675293,-0.582031,0.166504
83507111385,-0.799316,-0.513672,0.172363
83507129277,-0.819824,-0.492188,0.199219
83507150369,-0.786133,-0.453125,0.283691
83507171305,-0.800293,-0.419922,0.348145
83507189224,-0.745117,-0.396484,0.467285
83507210215,-0.865234,-0.391113,0.561523
83507231338,-1.13623,-0.351074,0.589844
83507249217,-0.749512,-0.194336,0.258301
83507271673,-1.5791,-0.384277,0.552734
83507291411,-0.456543,-0.361816,0.340332
83507309202,-1.42285,-0.605469,0.248535
83507331716,-0.9375,-0.699707,0.0786133
83507352009,-0.385742,-1.06152,0.0444336
83507368459,0.50293,-1.354,-0.244629
83507390840,1.0332,-1.52051,-0.364258
