timestamp,x,y,z,w
59647908857,0.377991,0.586304,0.270813,-0.66333
59647923299,0.377991,0.586304,0.270813,-0.66333
59647946373,0.377991,0.586304,0.270813,-0.66333
59647968858,0.377991,0.586304,0.270813,-0.66333
59647983130,0.377991,0.586304,0.270813,-0.66333
59648006338,0.377991,0.586304,0.270813,-0.66333
59648028845,0.377991,0.586304,0.270813,-0.66333
59648043199,0.377991,0.586304,0.270813,-0.66333
59648066424,0.377991,0.586304,0.270813,-0.66333
59648088809,0.377747,0.586426,0.270813,-0.66333
59648103247,0.377747,0.586426,0.270813,-0.66333
59648126361,0.377869,0.586426,0.270935,-0.663208
59648148882,0.377869,0.586426,0.270935,-0.663208
59648169860,0.377869,0.586426,0.270935,-0.663208
59648192451,0.377869,0.586426,0.270935,-0.663269
59648208893,0.377869,0.586426,0.270935,-0.663269
59648229875,0.377869,0.586426,0.270935,-0.663269
59648246372,0.377869,0.586426,0.270935,-0.663269
59648268884,0.377869,0.586426,0.270935,-0.663269
59648289900,0.377869,0.586426,0.270935,-0.663269
59648306357,0.377869,0.586426,0.270935,-0.663269
59648328838,0.377869,0.586426,0.270935,-0.663269
59648349891,0.377747,0.586487,0.270813,-0.66333
59648366786,0.377563,0.586548,0.270691,-0.663391
59648394878,0.377563,0.586548,0.270691,-0.663391
59648409923,0.377563,0.586548,0.270691,-0.663391
59648426355,0.377563,0.586548,0.270691,-0.663391
59648448874,0.377563,0.586548,0.270691,-0.663391
59648469926,0.377563,0.586548,0.270691,-0.663391
59648486409,0.377563,0.586609,0.270691,-0.663391
59648509008,0.377563,0.586609,0.270691,-0.66333
59648530013,0.377563,0.586609,0.270691,-0.66333
59648546394,0.37738,0.586731,0.270569,-0.663391
59648568937,0.37738,0.586731,0.270569,-0.663391
59648591397,0.37738,0.586731,0.27063,-0.663391
59648612482,0.37738,0.586731,0.27063,-0.663391
59648628922,0.37738,0.586731,0.27063,-0.663391
59648651334,0.37738,0.586731,0.27063,-0.663391
59648665783,0.377197,0.586914,0.270569,-0.663391
59648696363,0.377197,0.586914,0.270569,-0.663391
59648711363,0.377197,0.586914,0.270569,-0.663391
59648725697,0.377197,0.586853,0.270569,-0.663391
59648748953,0.376953,0.587036,0.270447,-0.663391
59648771428,0.37677,0.587158,0.270447,-0.663452
59648785671,0.376709,0.587097,0.270447,-0.663452
59648808857,0.376709,0.587097,0.270447,-0.663452
59648831410,0.376709,0.587097,0.270447,-0.663452
59648845766,0.376587,0.587219,0.270325,-0.663513
59648868960,0.376587,0.58728,0.270386,-0.663452
59648898917,0.376587,0.58728,0.270386,-0.663452
59648905734,0.376526,0.58728,0.270386,-0.663452
59648928956,0.376526,0.58728,0.270386,-0.663513
59648951437,0.376526,0.587219,0.270386,-0.663513
59648965809,0.376526,0.58728,0.270386,-0.663452
59648988893,0.376526,0.58728,0.270386,-0.663513
59649011333,0.376526,0.58728,0.270386,-0.663452
59649025752,0.376404,0.587341,0.270264,-0.663513
59649048906,0.376282,0.587463,0.270142,-0.663574
59649071466,0.376099,0.587585,0.269958,-0.663635
59649100067,0.375977,0.587646,0.269653,-0.663757
59649108931,0.375732,0.587646,0.269226,-0.664062
59649131470,0.375916,0.587524,0.268677,-0.664307
59649152385,0.376038,0.587585,0.26825,-0.664368
59649168919,0.375916,0.587646,0.267456,-0.664734
59649191425,0.375244,0.587769,0.266052,-0.665527
59649212497,0.375366,0.587463,0.264038,-0.666504
59649219434,0.377686,0.58667,0.260803,-0.667175
